s_int_rate,s_dti,s_loan_amnt,s_installment,s_annual_inc,default
1.1423483264269554,-0.47023194985895234,1.597659579928332,1.181565483803085,4.269929677222223,1
2.1024690274139473,0.41473465689091743,0.11544983741150158,0.03434481795562562,-0.28349233052604245,0
0.38915019030785025,-0.2808819877919284,-0.33378614625512393,-0.11962795761293815,0.1391881933999568,1
-0.4530246487044463,0.12270901116783134,1.0596524138605168,0.3374245787228582,-0.3411305837886787,0
0.5795189499863055,0.274722360996287,1.597659579928332,1.0195936437628002,0.1391881933999568,1
-0.6558087622749744,-0.3164406661143742,0.7368481142198279,0.9529839225628017,0.043124437962229686,0
0.7491954531779722,-0.17687285369877448,-0.016361918275113095,0.3039169768574465,-0.20664132617586078,0
-1.1337998871197914,-0.4986788925169089,1.0058516972537355,1.1526656379697706,0.023911686874684267,0
-1.5828218528831044,0.19382636781272283,-0.5543690843429281,-0.5460849938956082,-0.5524708457516784,0
-0.4530246487044463,-0.03241572301383853,-0.016361918275113095,0.14828540911732774,0.23525194883768388,0
0.09738937384413081,0.18360324779501963,2.1356667459961467,2.7183074135799217,1.9643995467167719,0
0.7491954531779722,-0.3662228157657983,-1.3613798334446505,-1.329477243448664,-0.9175131164150413,0
-0.4530246487044463,0.08581688240829374,-1.4044204067300758,-1.4035330983965317,-0.9559386185901322,0
0.09738937384413081,-0.3875580227592658,-1.4582211233368572,-1.4561721033072115,-0.4948325924890421,0
1.1423483264269554,-0.25776884688233864,-0.9524943872331112,-0.8108650865240478,-0.9175131164150413,0
0.2111967845214683,0.5071872205292765,0.5216452477927019,0.8631879730092894,-0.24506682835095162,0
-0.36197872016257615,-0.26843645037907243,-1.092376250410743,-1.0508370206756756,-0.9367258675025868,0
0.04358950697848046,0.3733976933410742,0.7368481142198279,0.1965009682371941,-0.2258540772634062,1
-0.07849480629357232,-0.330219653964322,0.09123951493844991,0.31943589917355036,17.718855438504015,0
-1.051030861172637,0.016477459679524502,0.9520509806469539,0.1330245211390215,-0.4371943392264058,1
0.7409185505832568,-0.1484259110408179,-0.34454628957648026,-0.57203587586838,1.195889503214955,1
1.4527321737287846,0.12626487900007582,-0.3391662179158021,-0.4844885112585312,-0.5524708457516784,1
-1.051030861172637,0.38762116467005253,1.3824567135012058,1.5729298501453017,0.36013483090672915,0
0.8319644791251263,0.18760359910629495,0.6373167884972821,0.27413244186596936,-0.3430518588974333,1
-0.4819938077859501,-0.027526404744502252,-0.769571950770054,-0.6957449098181285,-0.5332580946641329,0
-1.5828218528831044,0.2569430218350642,-0.016361918275113095,0.00898372875496206,1.195889503214955,0
-0.9496388043873727,0.28983479928332645,-1.092376250410743,-1.0753871448146899,-0.5716835968392238,0
-1.392453093204649,-0.23109983814050433,0.1773206615093003,0.23454260203818925,-0.3027050816135879,0
-1.392453093204649,-0.762702079061069,-0.8771733839836171,-0.8683698818046222,0.4273794597131381,0
0.9519795667485006,0.015588492721463378,2.1356667459961467,1.5899232543916766,2.3486545684676803,1
0.7409185505832568,0.3245045106477112,-0.5543690843429281,-0.3501632074108305,-0.24506682835095162,0
-0.66408566486969,-0.19554115981805853,-0.5543690843429281,-0.8772904974827624,-1.032789622940314,1
