int_rate,s_int_rate,dti,s_dti,loan_amnt,s_loan_amnt,installment,s_installment,annual_inc,s_annual_inc,default
9.76,-0.66408566486969,7.07,-0.539126889108691,21000.0,0.6292466810062649,443.72,-0.020542771898717452,125000.0,0.9076982369017736,0
13.67,0.14498156376374471,9.35,-0.43778465588972054,20175.0,0.5404754986050754,686.31,0.8736936567624709,139000.0,1.1766767521274095,0
11.22,-0.36197872016257615,25.2,0.26672165837373674,12000.0,-0.3391662179158021,394.12,-0.2033785312523387,60000.0,-0.3411305837886787,1
17.57,0.9519795667485006,15.21,-0.17731733717780504,3625.0,-1.2403282210793922,130.28,-1.1759468124591814,43000.0,-0.6677473522769509,0
12.59,-0.07849480629357232,2.16,-0.7573682773127021,15000.0,-0.016361918275113095,502.46,0.19598489956159904,120000.0,0.8116344814640465,1
12.59,-0.07849480629357232,18.09,-0.04930609521700023,21475.0,0.6803573617827073,719.35,0.9954858642028672,70000.0,-0.1490030729132245,0
15.41,0.5050268266338666,13.11,-0.2706588677742253,18200.0,0.3279626680082885,436.91,-0.045645826761583595,43290.0,-0.6621756544615627,1
13.18,0.04358950697848046,25.07,0.2609433731463393,10400.0,-0.5113285110575029,237.6,-0.7803433105674352,37000.0,-0.7830238588022234,1
13.67,0.14498156376374471,3.71,-0.6884733380629633,10000.0,-0.5543690843429281,340.18,-0.4022124195494017,33000.0,-0.8598748631524051,0
6.24,-1.392453093204649,26.37,0.31872622542031376,25000.0,1.0596524138605168,763.28,1.1574208421948948,80000.0,0.043124437962229686,0
14.48,0.31258884130673253,20.64,0.06403719193579577,10000.0,-0.5543690843429281,344.12,-0.387688772536231,30000.0,-0.9175131164150413,1
5.32,-1.5828218528831044,9.57,-0.42800601935104793,15000.0,-0.016361918275113095,451.73,0.00898372875496206,70000.0,-0.1490030729132245,0
20.99,1.6596547385966707,23.63,0.19693775216593684,12600.0,-0.2746053579876643,340.81,-0.3998901105092247,42000.0,-0.6869601033644963,1
9.76,-0.66408566486969,15.61,-0.15953799801658222,30000.0,1.597659579928332,964.64,1.8996750458933862,112236.0,0.6624666820203439,0
7.26,-1.1813920770394053,23.04,0.1707132269031331,25000.0,1.0596524138605168,774.91,1.2002914043175281,60000.0,-0.3411305837886787,0
17.57,0.9519795667485006,14.59,-0.20487531287770058,19800.0,0.5001249611499893,498.17,0.18017108085944122,76000.0,-0.033726566387951996,0
7.89,-1.051030861172637,20.38,0.052480621481000814,9600.0,-0.5974096576283533,300.35,-0.5490339577561503,75000.0,-0.05293931747549741,0
18.2,1.0823407826152687,15.21,-0.17731733717780504,12000.0,-0.3391662179158021,306.03,-0.5280963143463002,83000.0,0.10076269122486595,1
17.57,0.9519795667485006,25.04,0.25960992270924754,16000.0,0.09123951493844991,575.0,0.4633821976162701,54000.0,-0.45640709031395127,1
9.17,-0.7861699781417428,16.37,-0.12575725361025863,6000.0,-0.9847748171971801,191.28,-0.9510883180928329,45000.0,-0.62932185010186,0
13.18,0.04358950697848046,17.26,-0.08619822397653766,10000.0,-0.5543690843429281,337.81,-0.41094872498625823,60000.0,-0.3411305837886787,1
10.64,-0.4819938077859501,20.61,0.062703741498704,9600.0,-0.5974096576283533,312.66,-0.503656776352056,88000.0,0.19682644666259305,0
14.48,0.31258884130673253,26.81,0.3382834984976589,35000.0,2.1356667459961467,823.13,1.3780402010117139,80000.0,0.043124437962229686,1
5.32,-1.5828218528831044,18.63,-0.02530398734934936,8000.0,-0.769571950770054,240.92,-0.7681051105461848,115000.0,0.7155707260263194,0
21.99,1.866577303464557,25.25,0.2689440757688896,11100.0,-0.4360075078080088,306.51,-0.5263269360299748,70000.0,-0.1490030729132245,1
7.89,-1.051030861172637,17.25,-0.0866427074555683,12800.0,-0.2530850713449517,400.46,-0.18000799265754125,28800.0,-0.9405684177200958,0
15.41,0.5050268266338666,14.81,-0.19509667633902794,21200.0,0.6507669676489775,508.93,0.2198346447837348,118000.0,0.7732089792889557,0
7.89,-1.051030861172637,23.57,0.19427085129175348,10000.0,-0.5543690843429281,312.86,-0.5029195353869205,65000.0,-0.24506682835095162,0
15.41,0.5050268266338666,10.7,-0.37777938622059326,26400.0,1.210294420359505,920.48,1.7368922407914524,60000.0,-0.3411305837886787,0
15.41,0.5050268266338666,31.51,0.547190733642028,10000.0,-0.5543690843429281,240.06,-0.7712752466962677,42000.0,-0.6869601033644963,1
8.38,-0.9496388043873727,6.07,-0.5835752370117483,23000.0,0.8444495474333908,724.78,1.0155019564062977,175000.0,1.8683357912790446,0
9.76,-0.66408566486969,16.19,-0.13375795623280892,16000.0,0.09123951493844991,514.48,0.2402930815662469,62995.64,-0.28357609812078416,1
11.99,-0.20264834521430392,15.65,-0.15776006410045987,20000.0,0.5216452477927019,664.2,0.7921916680667341,72000.0,-0.11057757073813368,0
16.55,0.7409185505832568,14.49,-0.20932014766800627,35000.0,2.1356667459961467,861.4,1.519111259690405,180000.0,1.9643995467167719,0
15.41,0.5050268266338666,11.38,-0.3475545096465143,16000.0,0.09123951493844991,384.1,-0.24031430360563064,50000.0,-0.5332580946641329,0
12.59,-0.07849480629357232,13.7,-0.24443434251142154,8800.0,-0.6834908041992037,294.78,-0.569566118635176,100000.0,0.4273794597131381,0
8.38,-0.9496388043873727,19.65,0.020033327511769006,5000.0,-1.092376250410743,157.56,-1.0753871448146899,35000.0,-0.8214493609773142,0
9.17,-0.7861699781417428,27.41,0.36495250723949324,8000.0,-0.769571950770054,255.04,-0.7160558984076135,55000.0,-0.4371943392264058,0
9.76,-0.66408566486969,29.47,0.45651610391979114,20000.0,0.5216452477927019,643.1,0.7144127462449315,130100.0,1.0056832674482552,0
12.05,-0.19023299132223065,13.48,-0.2542129790500941,2600.0,-1.3506196901232943,86.42,-1.3376237561134119,30000.0,-0.9175131164150413,1
9.99,-0.6164934749500761,29.43,0.4547381700036689,3000.0,-1.307579116837869,96.79,-1.2993978120711325,84000.0,0.11997544231241138,0
8.18,-0.9910233173609502,7.07,-0.539126889108691,9000.0,-0.6619705175564911,282.78,-0.6138005765433102,119500.0,0.8020281059202738,0
8.18,-0.9910233173609502,11.53,-0.34088725746105575,15000.0,-0.016361918275113095,471.3,0.08112275719347747,66000.0,-0.2258540772634062,1
7.89,-1.051030861172637,12.42,-0.30132822782733476,24500.0,1.0058516972537355,495.49,0.17029205192662455,110000.0,0.6195069705885923,0
6.24,-1.392453093204649,10.19,-0.40044804365115244,20000.0,0.5216452477927019,610.62,0.5946848135069149,150000.0,1.3880170140904091,0
7.26,-1.1813920770394053,17.43,-0.07864200483301802,7200.0,-0.8556530973409044,223.18,-0.8334983841537097,105000.0,0.5234432151508652,0
12.59,-0.07849480629357232,28.91,0.4316250290940791,12000.0,-0.3391662179158021,401.97,-0.17444182337076752,35000.0,-0.8214493609773142,1
12.05,-0.19023299132223065,22.08,0.1280428129161981,18600.0,0.3710032412937137,618.24,0.6227736942785802,145000.0,1.291953258652682,0
15.41,0.5050268266338666,13.19,-0.2671029999419807,35000.0,2.1356667459961467,840.2,1.440963717386035,136000.0,1.1190384988647732,0
6.24,-1.392453093204649,7.54,-0.5182361655942541,25000.0,1.0596524138605168,763.28,1.1574208421948948,140000.0,1.195889503214955,0
14.33,0.2815504565765496,15.51,-0.1639828328068879,9875.0,-0.5678192634946234,339.09,-0.40623038280939067,26000.0,-0.9943641207652231,0
16.99,0.8319644791251263,6.98,-0.5431272404199662,35000.0,2.1356667459961467,1247.68,2.9430184597532434,100000.0,0.4273794597131381,0
9.99,-0.6164934749500761,24.87,0.2520537035657279,10000.0,-0.5543690843429281,322.63,-0.46690531424004794,36000.0,-0.8022366098897689,0
11.49,-0.30610962764824695,35.02,0.703204434781759,10000.0,-0.5543690843429281,329.72,-0.4407701220259919,70000.0,-0.1490030729132245,0
5.32,-1.5828218528831044,26.6,0.32894934543801696,4300.0,-1.1676972536602372,129.5,-1.1788220522232102,71250.0,-0.12498713405379275,0
12.59,-0.07849480629357232,5.21,-0.6218008162083775,3000.0,-1.307579116837869,100.5,-1.2857219921678678,68000.0,-0.18742857508831537,0
8.18,-0.9910233173609502,17.77,-0.06352956654597856,10000.0,-0.5543690843429281,314.2,-0.4979800209205122,61000.0,-0.3219178327011333,0
14.33,0.2815504565765496,11.14,-0.35822211314324803,18000.0,0.3064423813655759,421.92,-0.10090203709849453,99296.0,0.41385368294750613,0
6.89,-1.2579534260405232,24.61,0.24049713311093296,15000.0,-0.016361918275113095,462.41,0.04835239629320148,98000.0,0.38895395753804723,0
13.18,0.04358950697848046,16.63,-0.11420068315546385,13000.0,-0.2315647847022391,296.99,-0.5614196059704278,96044.0,0.3513738164108084,1
18.49,1.1423483264269554,4.51,-0.6529146597405175,15000.0,-0.016361918275113095,545.99,0.3564453956233558,50000.0,-0.5332580946641329,0
13.67,0.14498156376374471,22.48,0.14582215207742108,20000.0,0.5216452477927019,461.96,0.04669360412164628,45000.0,-0.62932185010186,1
5.32,-1.5828218528831044,14.29,-0.21820981724861777,16000.0,0.09123951493844991,481.84,0.11997535605612185,86000.0,0.15840094448750222,0
14.33,0.2815504565765496,29.36,0.45162678565045483,20000.0,0.5216452477927019,686.77,0.8753893109822828,62297.0,-0.29699889454058687,0
11.49,-0.30610962764824695,21.38,0.09692896938405805,8200.0,-0.7480516641273415,270.37,-0.6595463784299721,23300.0,-1.0462385487015957,1
10.99,-0.40957091008219004,30.98,0.5236331092534077,16000.0,0.09123951493844991,523.75,0.27446420030028046,98000.0,0.38895395753804723,0
14.33,0.2815504565765496,34.85,0.6956482156382392,2800.0,-1.3290994034805816,96.15,-1.3017569831595663,100000.0,0.4273794597131381,0
16.55,0.7409185505832568,19.87,0.029811964050441706,14950.0,-0.021741989935791243,367.94,-0.29988337358858475,34000.0,-0.8406621120648596,1
16.55,0.7409185505832568,16.23,-0.13198002231668668,35000.0,2.1356667459961467,861.4,1.519111259690405,138000.0,1.157464001039864,1
16.55,0.7409185505832568,27.73,0.37917597856847157,10000.0,-0.5543690843429281,354.3,-0.3501632074108305,75000.0,-0.05293931747549741,0
12.05,-0.19023299132223065,12.03,-0.31866308350952716,18000.0,0.3064423813655759,400.86,-0.17853351072726997,120000.0,0.8116344814640465,0
12.59,-0.07849480629357232,8.91,-0.4573419289670657,6000.0,-0.9847748171971801,200.99,-0.9152952692355011,85000.0,0.1391881933999568,1
10.99,-0.40957091008219004,7.83,-0.5053461447023675,12000.0,-0.3391662179158021,392.81,-0.20820745957397668,55000.0,-0.4371943392264058,0
5.32,-1.5828218528831044,12.44,-0.30043926086927364,18000.0,0.3064423813655759,542.07,0.3419954727066988,120000.0,0.8116344814640465,0
7.89,-1.051030861172637,0.96,-0.8107062947963707,29000.0,1.4900581467147689,586.49,0.5057366910633085,180000.0,1.9643995467167719,1
15.41,0.5050268266338666,26.51,0.32494899412674183,10000.0,-0.5543690843429281,348.67,-0.37091654057939677,42000.0,-0.6869601033644963,0
8.18,-0.9910233173609502,13.12,-0.27021438429519473,12000.0,-0.3391662179158021,377.04,-0.26633890967491625,50000.0,-0.5332580946641329,0
13.18,0.04358950697848046,7.29,-0.5293482525700185,5000.0,-1.092376250410743,168.91,-1.0335487200432463,28000.0,-0.9559386185901322,0
8.18,-0.9910233173609502,11.76,-0.33066413744335255,12000.0,-0.3391662179158021,244.36,-0.7554245659458528,75000.0,-0.05293931747549741,0
8.18,-0.9910233173609502,12.34,-0.30488409565957936,21000.0,0.6292466810062649,427.62,-0.07989066959213086,55000.0,-0.4371943392264058,0
8.18,-0.9910233173609502,12.29,-0.30710651305473224,16000.0,0.09123951493844991,502.72,0.19694331281627545,50000.0,-0.5332580946641329,0
13.18,0.04358950697848046,30.39,0.49740858399060384,25000.0,1.0596524138605168,571.14,0.44915344698915355,81000.0,0.06233718904977511,1
17.57,0.9519795667485006,32.58,0.5947504658982992,20000.0,0.5216452477927019,503.21,0.19874955318085744,68000.0,-0.18742857508831537,1
18.49,1.1423483264269554,11.98,-0.32088550090467993,10175.0,-0.5355388335305545,261.1,-0.6937174971640057,57600.0,-0.38724118639878774,1
12.05,-0.19023299132223065,33.6,0.6400877807594176,12000.0,-0.3391662179158021,398.86,-0.18590592037862566,52000.0,-0.4948325924890421,1
16.99,0.8319644791251263,13.81,-0.2395450242420852,30800.0,1.6837407264991822,765.3,1.164866975942764,153000.0,1.4456552673530454,0
8.18,-0.9910233173609502,16.49,-0.12042345186189188,10000.0,-0.5543690843429281,314.2,-0.4979800209205122,90000.0,0.23525194883768388,0
15.41,0.5050268266338666,24.19,0.221828826991649,11200.0,-0.42524736448665246,390.51,-0.21668573067303576,32000.0,-0.8790876142399505,0
13.18,0.04358950697848046,16.36,-0.12620173708928928,21000.0,0.6292466810062649,479.76,0.11230805001871198,60000.0,-0.3411305837886787,0
12.05,-0.19023299132223065,5.18,-0.6231342666454692,3600.0,-1.2430182569097312,119.66,-1.2150943077078802,35000.0,-0.8214493609773142,0
16.99,0.8319644791251263,3.46,-0.6995854250387277,14500.0,-0.07016263488189459,360.29,-0.3280828405050202,150000.0,1.3880170140904091,0
17.57,0.9519795667485006,12.97,-0.2768816364806533,14600.0,-0.05940249156053829,524.69,0.27792923283641785,56000.0,-0.4179815881388604,0
10.99,-0.40957091008219004,13.2,-0.2666585164629502,12000.0,-0.3391662179158021,392.81,-0.20820745957397668,125000.0,0.9076982369017736,0
15.41,0.5050268266338666,7.04,-0.5404603395457828,10925.0,-0.4548377586203823,262.27,-0.6894046375179628,60000.0,-0.3411305837886787,0
15.41,0.5050268266338666,20.56,0.0604813241035511,20675.0,0.5942762152118569,496.32,0.17335160193193713,70000.0,-0.1490030729132245,1
8.18,-0.9910233173609502,26.85,0.3400614324137813,4000.0,-1.1999776836243061,125.68,-1.1929033546572996,78238.0,0.009271570545974658,0
5.32,-1.5828218528831044,3.94,-0.6782502180452602,10000.0,-0.5543690843429281,301.15,-0.5460849938956082,120000.0,0.8116344814640465,0
11.49,-0.30610962764824695,12.03,-0.31866308350952716,12000.0,-0.3391662179158021,395.66,-0.19770177582079473,45000.0,-0.62932185010186,0
6.24,-1.392453093204649,28.35,0.4067339542683671,6000.0,-0.9847748171971801,183.19,-0.9809097151325668,40000.0,-0.7253856055395871,0
16.99,0.8319644791251263,10.29,-0.3960032088608467,5925.0,-0.9928449246881973,211.22,-0.8775853938688167,85000.0,0.1391881933999568,0
17.57,0.9519795667485006,37.86,0.8294377428264414,4050.0,-1.194597611963628,145.55,-1.1196584647710808,55000.0,-0.4371943392264058,1
7.89,-1.051030861172637,37.37,0.8076580523539433,15000.0,-0.016361918275113095,469.29,0.07371348549386504,55000.0,-0.4371943392264058,0
9.99,-0.6164934749500761,19.85,0.02892299709238058,12600.0,-0.2746053579876643,267.66,-0.669535993507559,41600.0,-0.6946452037995144,0
13.67,0.14498156376374471,35.68,0.7325403443977766,3000.0,-1.307579116837869,102.06,-1.2799715126398103,53000.0,-0.47561984140149666,0
13.18,0.04358950697848046,20.9,0.07559376239059055,24000.0,0.9520509806469539,548.29,0.36492366672241466,74000.0,-0.07215206856304283,1
9.99,-0.6164934749500761,12.66,-0.290660624330601,14400.0,-0.08092277820325089,305.89,-0.5286123830218951,83500.0,0.11036906676863865,0
11.49,-0.30610962764824695,2.2,-0.7555903433965798,8000.0,-0.769571950770054,263.78,-0.6838384682311892,700000.0,11.95503011224039,0
12.05,-0.19023299132223065,9.5,-0.43111740370426194,9500.0,-0.6081698009497096,315.77,-0.492192679344198,36000.0,-0.8022366098897689,0
12.59,-0.07849480629357232,11.94,-0.3226634348208023,15000.0,-0.016361918275113095,338.16,-0.40965855329727086,52781.0,-0.47982743388966914,1
12.05,-0.19023299132223065,13.72,-0.24354537555336034,5000.0,-1.092376250410743,166.2,-1.0435383351208334,28000.0,-0.9559386185901322,0
9.99,-0.6164934749500761,17.84,-0.06041818219276454,15000.0,-0.016361918275113095,483.94,0.1277163861900454,250000.0,3.3092921228449517,0
9.99,-0.6164934749500761,14.18,-0.22309913551795404,12475.0,-0.28805553713935966,265.0,-0.6793412983438621,110000.0,0.6195069705885923,0
10.99,-0.40957091008219004,19.68,0.021366777948860775,10000.0,-0.5543690843429281,327.34,-0.44954328951110534,110000.0,0.6195069705885923,0
10.99,-0.40957091008219004,28.51,0.4138456899328563,7800.0,-0.7910922374127667,255.33,-0.7149868990081669,40000.0,-0.7253856055395871,0
5.32,-1.5828218528831044,18.73,-0.020859152559043574,10000.0,-0.5543690843429281,301.15,-0.5460849938956082,87000.0,0.17761369557504764,0
16.55,0.7409185505832568,20.1,0.04003508406814489,10000.0,-0.5543690843429281,246.12,-0.7489368454526599,40800.0,-0.7100154046695508,1
7.89,-1.051030861172637,22.97,0.16760184254991906,28000.0,1.3824567135012058,566.27,0.4312016294881024,134000.0,1.0806129966896825,0
14.33,0.2815504565765496,24.99,0.25738750531409466,12000.0,-0.3391662179158021,281.28,-0.619329883781827,33428.72,-0.8516379725061526,1
13.18,0.04358950697848046,8.29,-0.4848999046669612,20000.0,0.5216452477927019,456.91,0.028078269751973327,95000.0,0.331315704275411,0
11.49,-0.30610962764824695,17.6,-0.07108578568949821,5000.0,-1.092376250410743,164.86,-1.0484778495872416,42000.0,-0.6869601033644963,0
12.59,-0.07849480629357232,39.35,0.8956657812019968,24000.0,0.9520509806469539,541.05,0.33823554378450704,83000.0,0.10076269122486595,1
15.41,0.5050268266338666,1.44,-0.7893710878029032,20000.0,0.5216452477927019,480.12,0.11363508375595606,200000.0,2.3486545684676803,1
11.53,-0.2978327250535317,26.21,0.3116144897558246,25000.0,1.0596524138605168,824.76,1.3840487148775689,80000.0,0.043124437962229686,0
6.24,-1.392453093204649,20.75,0.06892651020513203,23800.0,0.9305306940042413,726.64,1.0223582973820586,105000.0,0.5234432151508652,0
5.32,-1.5828218528831044,12.3,-0.3066620295757016,3000.0,-1.307579116837869,90.35,-1.3231369711484982,85000.0,0.1391881933999568,0
5.32,-1.5828218528831044,28.34,0.40628947078933647,6000.0,-0.9847748171971801,180.69,-0.9901252271967614,70000.0,-0.1490030729132245,0
13.18,0.04358950697848046,15.84,-0.14931487799887902,1600.0,-1.4582211233368572,54.05,-1.4569462063206038,15000.0,-1.2057043827282226,0
9.17,-0.7861699781417428,19.16,-0.0017463629607289719,10000.0,-0.5543690843429281,318.79,-0.4810603407706508,85000.0,0.1391881933999568,0
14.33,0.2815504565765496,14.3,-0.21776533376958715,8400.0,-0.7265313774846289,288.45,-0.5928997951817168,60000.0,-0.3411305837886787,0
16.99,0.8319644791251263,25.2,0.26672165837373674,9000.0,-0.6619705175564911,320.83,-0.4735404829262681,25000.0,-1.0135768718527685,0
11.49,-0.30610962764824695,22.74,0.15737872253221588,3000.0,-1.307579116837869,98.92,-1.2915461957924388,38000.0,-0.763811107714678,0
16.99,0.8319644791251263,15.36,-0.17065008499234652,14000.0,-0.12396335148867609,499.07,0.1834886652025512,35000.0,-0.8214493609773142,1
